Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Bidyapati,1937,141,Drama,7.0,23.0,Debaki Bose,Pahadi Sanyal,Durgadas Bannerjee,Chhayadevi
Bihari Gunda,1987,128,Action,5.0,6.0,S.P. Muthuraman,Raghuvaran,Rajinikanth,Roobini
Bijlee Aur Badal,1991,128,Action,5.839567609057182,5.839567609057182,Rakesh Bedi,Sunil Dhawan,Goga Kapoor,Shakti Kapoor
Bijli,1972,128,Drama,5.839567609057182,5.839567609057182,Rajan Haksar,Dinesh Hingoo,Hiralal,Dheeraj Kumar
Bijli Chamke Jamna Paar,1962,128,"Action, Drama",5.839567609057182,5.839567609057182,Jaswant Jhaveri,Dhumal,Paidi Jairaj,Raj Kishore
Bijuka,2012,74,Drama,6.4,22.0,Ashtar Sayed,Arti Rautela,Amit Purohit,Janardhan Mishra
Bikroo Kanpur Gangster,2021,128,Crime,5.839567609057182,5.839567609057182,Neeraj Singh,Shraddha Srivastava,Nimai Bali,Anil Rastogi
Billa,1989,128,"Action, Comedy, Crime",6.6,19.0,Raja,Jai Ganesh,Goundamani,Jaishankar
Billi: The Wild Cat,2006,128,Crime,5.839567609057182,5.839567609057182,Tilak,Mamta Chauhan,Arun Verma,Tina Sequeira
Billu Ustaad,2018,138,Drama,6.9,26.0,Suvahhdan Angre,Neel Bakshi,Sneha Arun,Abhishek Bardia
Bilwamangal,1954,128,"Drama, Fantasy",5.839567609057182,5.839567609057182,D.N. Madhok,Ulhas,Suraiya,Asha Mathur
Bin Bulaye Baraati,2011,133,"Action, Comedy, Crime",3.8,255.0,Chandrakant Singh,Naushaad Abbas,Rati Agnihotri,Shweta Bhardwaj
Bin Phere Free Me Tere,2013,131,Comedy,4.5,22.0,Manoj Sharma,Ashrita Agarwal,Arsh Deol,Manoj Joshi
Bindhaast,1999,128,"Adventure, Mystery, Thriller",7.0,148.0,Chandrakant Kulkarni,Gautami Kapoor,Sharvari Jamenis,Reema Lagoo
Bindiya Mange Bandook,2001,115,Action,3.9,8.0,Sanju K. Gupta,Joginder Shelly,Pinky Chinoy,Mohan Joshi
Bipasha: The Black Beauty,2006,128,Thriller,5.839567609057182,5.839567609057182,Shailendra Singh Rajput,Needhi Gill,Razak Khan,Veer Lalwani
Birbal My Brother,1973,105,Drama,5.839567609057182,5.839567609057182,Rajat Bapat,Satish Dubhashi,Lilian,Gulab Mokasi
Bismillah Ki Barkat,1983,128,Drama,5.8,5.0,K Sharif,Tariq,Sona Mastan Mirza,Meena T.
Bitch,2017,82,"Adventure, Comedy, Drama",5.5,11.0,Csaba Bene Perlenberg,Amanda Ooms,Lars-Erik Berenett,Anders Granström
Bitter Chestnut,2019,100,Drama,7.1,27.0,Gurvinder Singh,Bhankheri Devi,Rani Devi,Gopi Katwal
Bittoo Boss,2012,116,Romance,4.1,365.0,Supavitra Babul,Pulkit Samrat,Rajesh Bakshi,Ujjwal Chopra
Biwi,1950,128,"Drama, Family",5.839567609057182,5.839567609057182,Kishore Sharma,Al Nasir,Pran,Mumtaz Shanti
Biwi Anari Saali Khiladi,2002,128,Thriller,5.839567609057182,5.839567609057182,Raj Kamal,Haider Kazmi,Mushtaq Khan,Roshni
Biwi aur Padosan,2001,128,Thriller,5.839567609057182,5.839567609057182,Laxmikant Berde,Bindu Kamat,Razak Khan,Dharmendra Rana
Biwi Jawan Miyan Pareshaan,2000,128,Comedy,5.839567609057182,5.839567609057182,Usman Khan,Tina Ghai,Balli Grover,Raju Srivastava
Biwi No. 1,1999,159,"Comedy, Drama, Romance",5.7,5464.0,David Dhawan,Karisma Kapoor,Salman Khan,Anil Kapoor
Black and White,1946,128,"Action, Comedy",5.839567609057182,5.839567609057182,S.M. Raza,John Cawas,Baburao Pahelwan,Kumari Kusum
Black Arrow,1965,128,"Action, Drama",5.839567609057182,5.839567609057182,Hameeda Bano,Khurshid Bawra,Hercules,Nazir Kashmiri
Black Bud,1987,92,"Crime, Drama, Thriller",5.839567609057182,5.839567609057182,Amol Kale,Asif Basra,Vipin Sharma,Atul Kulkarni
Black Cobra,1981,128,"Action, Adventure, Crime",4.9,26.0,K.S.R. Das,Kavitha,Padma Khanna,Pandharibai
Black Commando,1994,128,Action,5.839567609057182,5.839567609057182,Rajiv Anjal,Suresh Gopi,Priya Raman,Tej Sapru
Black Future,1987,128,Action,5.839567609057182,5.839567609057182,Dhruv,Satya,Shishir,Dharmendra
Black Market,1947,128,"Action, Thriller",5.839567609057182,5.839567609057182,S.H. Tharani,Dulari,Dilawar,Habib
Black Mountain,1971,83,"Drama, Family, Fantasy",6.6,24.0,M.S. Sathyu,Aleksandr Zguridi,Reshama Pasha,Prince Pradeep
Black Rider,1960,128,"Action, Drama",5.839567609057182,5.839567609057182,Mehmood Khan,Kamran,Krishna Kumari,Habib
Black Shadow,1961,128,Action,5.839567609057182,5.839567609057182,Madan Mohan Mehra,Amarnath,Manher Desai,Nishi
Black Tiger,1960,128,Action,5.839567609057182,5.839567609057182,Habib,Azaad Irani,Arvind Kumar,Nadira
Black Yellow,2019,72,"Comedy, Crime, Drama",5.839567609057182,5.839567609057182,Paresh Patel,Akshay Bhagat,Paresh Patel,Anagha Priolkar
Blind Mind,2020,128,Drama,5.839567609057182,5.839567609057182,Vajshi G. Vavnotia,Vije Bhatia,Niharika Choukesey,Shreyanshi Barot
Blood,2019,128,Drama,5.839567609057182,5.839567609057182,Aslam Basha Shaik,Anwar Basha Siddiqui,Gaddam Sakar,Sushma
Blood Money,2012,109,"Action, Crime, Drama",5.0,981.0,Vishal Mahadkar,Manish Chaudhary,Kunal Khemu,Amrita Puri
Blood Sugar,2020,81,Thriller,5.839567609057182,5.839567609057182,Desparado,Ajinkya,Rajeev Bharadwaj,Baby Mahali
Blue Mountains,2017,134,"Drama, Family, Musical",5.7,51.0,Suman Ganguli,Sapna Awasthi,Nitin Bali,Amit Behl
Blue Oranges,2009,114,Mystery,6.5,201.0,Rajesh Ganguly,Rajit Kapoor,Aham Sharma,Pooja Kanwal
"Blue Skies, Green Waters, Red Earth",2013,137,"Adventure, Drama, Romance",7.7,3446.0,Sameer Thahir,Dulquer Salmaan,Sunny Wayne,Bala Hijam
Bluffmaster,2005,137,"Comedy, Crime, Drama",6.6,5950.0,Rohan Sippy,Abhishek Bachchan,Priyanka Chopra Jonas,Riteish Deshmukh
Bobby Darogan,2020,128,"Comedy, Crime, Drama",5.839567609057182,5.839567609057182,Vivek Sharama,Pratap Kumar,Monika Himachali,Rajveer Singh Dangi
Bobby Jasoos,2014,121,"Comedy, Drama, Thriller",5.5,2189.0,Samar Iqbal,Vidya Balan,Ali Fazal,Mahima A
Body,2021,128,Mystery,5.839567609057182,5.839567609057182,Abhijit Mazumdar,Khushboo Upadhyay,Jatin Negi,Manoj Sharmaa
Boichek,2017,85,"Drama, Thriller",6.3,24.0,Santosh Sivan,Chandra Shekhar Dutta,Sugandha Garg,Brijendra Kala
Bold,2006,128,Crime,4.7,28.0,K.C. Bokadia,Tanvi Verma,Prem Chopra,Shakti Kapoor
Bold & Beautiful Sherni,2017,128,Action,5.839567609057182,5.839567609057182,Dhananjay Galani,Rajesh Desai,Rahul Dutta,Dhananjay Galani
Bole Chudiyan,2021,128,"Comedy, Drama, Romance",5.839567609057182,5.839567609057182,Shamas Nawab Siddiqui,Tamannaah Bhatia,Nawazuddin Siddiqui,Rajpal Yadav
Bole India Jai Bhim,2016,150,Biography,7.9,20.0,Subodh Nagdeve,Shyam Bhimsaria,Sameer Deshpande,Jeetendra Doshi
Bollywood Diaries,2016,125,Drama,6.0,257.0,K.D. Satyam,Raima Sen,Salim Diwan,Ashish Vidyarthi
Bollywood: The Greatest Love Story Ever Told,2011,81,Documentary,6.1,115.0,Rakeysh Omprakash Mehra,Jeff Zimbalist,Amitabh Bachchan,Aishwarya Rai Bachchan
Bolo Hau,2021,94,"Comedy, Romance",5.839567609057182,5.839567609057182,Tarun Dhanrajgir,Jahnavi Dhanrajgir,Adnan Sajid Khan,Preeti Nigam
Bombay Boys,1998,105,"Comedy, Crime, Drama",6.5,557.0,Kaizad Gustad,Naveen Andrews,Rahul Bose,Alexander Gifford
Bombay Central,1960,128,Action,5.839567609057182,5.839567609057182,Krishna Kumari,Samar Roy,Sumati,Kesari
Bombay Dreams,2002,128,Musical,5.839567609057182,5.839567609057182,Steven Pimlott,Raza Jaffrey,Preeya Kalidas,Ayesha Dharker
Bombay Fantasy,1983,128,"Adventure, Romance",5.839567609057182,5.839567609057182,Pankaj Dheer,Zalim Khan,Shabana Murti,Vibhushan Singh Paul
Bombay Rose,2019,97,"Animation, Drama, Romance",6.0,480.0,Gitanjali Rao,Cyli Khare,Amit Deondi,Gargi Shitole
Bombay Talkies,2013,127,Drama,6.7,5124.0,Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap
Bombay to Goa,1972,132,"Action, Adventure, Comedy",6.8,1106.0,Mehmood,S. Ramanathan,Mehmood,Aruna Irani
Bombay War,1990,128,Action,5.839567609057182,5.839567609057182,Vinay Apte,Dnyanadeo Aroskar,Ramesh Bhatkar,Huma Khan
Bonny,1993,128,Romance,5.839567609057182,5.839567609057182,Anwar Ali,Binju Ali,Mona Ambegaonkar,Raj Babbar
Book of Azrael,1987,128,Horror,5.839567609057182,5.839567609057182,Rituparna DasDatta,Sahidur Rahaman,Kalpana Jha,Mishka Halim
Boond,2001,137,"Action, Crime, Drama",4.2,10.0,Inayat Mahshar,Navin Berry,Pankaj Berry,Birbal
Boondi Raita,1987,128,Drama,5.839567609057182,5.839567609057182,Kamal Chandra,Sonnalli Seygall,Rajesh Sharma,Shilpa Shinde
Boot Polish,1954,90,"Comedy, Drama, Family",8.0,780.0,Prakash Arora,Kumari Naaz,Ratan Kumar,David Abraham
Border Hindustan Ka,2003,128,"Action, Romance",5.1,83.0,Yogesh Bharadwaj,Faisal Khan,Rajat Bedi,Aditya Pancholi
Borivali Ka Bruce Lee,1987,128,Comedy,5.839567609057182,5.839567609057182,Ashutosh Warang,Ayesha Takia,Ashwin Mushran,Supriya Pilgaonkar
Boxed,2021,115,Adventure,6.4,10.0,Mohd Feroz Qureshi,Mantosh Kumar,Jahina Mulla Qureshi,Mohd Feroz Qureshi
Boyfriend.com,2018,128,Drama,5.839567609057182,5.839567609057182,Robin Chourasia,Deepti,Ajay Kumar,Swapna Pati
Boys Who Like Girls,2018,68,Documentary,6.9,19.0,Inka Achté,Aspar Husain,Vedprakash Jaiswal,Harish Sadani
Brahmastra,2021,128,"Action, Adventure, Fantasy",5.839567609057182,5.839567609057182,Ayan Mukherjee,Dian Hristov,Dimple Kapadia,Amitabh Bachchan
Brainwashed,2019,128,Biography,5.839567609057182,5.839567609057182,Arjun Rao,Rajesh Bonik,Ijaz Khan,Sanam Khan
Break Ke Baad,2010,118,"Comedy, Drama, Romance",5.2,4033.0,Danish Aslam,Deepika Padukone,Shahana Goswami,Sharmila Tagore
Breakaway,2011,101,"Comedy, Drama, Sport",5.7,2237.0,Robert Lieberman,Vinay Virmani,Camilla Belle,Russell Peters
Breaking All the Way,2018,128,Documentary,5.839567609057182,5.839567609057182,Sunita Malpani,Bboy NeverMind,Bboy Hardluck,Bgirl ShawtyPink
Breaking Free,2015,82,"Documentary, Crime, History",6.3,33.0,Sridhar Rangayan,Vivek Anand,Manohar Elavarthi,Anand Grover
Breed,2020,128,Drama,9.6,48.0,Bobby Kumar,Bobby Kumar,Ashfaq,Fasih Choudhry
Bride & Prejudice,2004,122,"Comedy, Drama, Musical",6.2,20125.0,Gurinder Chadha,Martin Henderson,Aishwarya Rai Bachchan,Nadira Babbar
Bridge of illusion,1987,128,Thriller,5.839567609057182,5.839567609057182,Santosh Ojha,Rahat Kazmi,Prakriti Nautiyal,Ramkishan Gurjar
Brij Bhoomi,1982,128,Action,5.839567609057182,5.839567609057182,Shiv Kumar,Bharti Achrekar,Tom Alter,Aruna Irani
Brina,2016,128,Drama,7.5,8.0,Pawan Kumar Sharma,Mandakini Goswami,Rajesh Jais,Sanjay Mishra
Broken Wings,1987,125,Drama,5.839567609057182,5.839567609057182,Shenpenn Khymsar,Sunakshi Grover,Vinay Pathak,Neetu Pande
Brunie,1987,128,Romance,5.839567609057182,5.839567609057182,Suraj Chitre,Saaikat Bagbaan,Rahul Kumar,Raayo S. Bakhirta
Bub (Father),2001,114,Drama,7.6,17.0,Jyoti Sarup,K.K. Raina,Kuber Sarup,Virendra Razdan
Bubble Gum,2011,116,Drama,7.3,456.0,Sanjivan Lal,Apoorva Arora,Tanvi Azmi,Delzad Hiwale
Buchcha,2017,89,"Adventure, Drama, Family",7.2,6.0,Pankaj Kumar,Shabana Afreen,Dharmendra Ahirwar,Pooja Bharti
Bud Naseeb,1986,128,Drama,5.839567609057182,5.839567609057182,Shiv Kumar,Ahalya,Bhakti Bhansali,Krishan Bhutani
Buddha in a Traffic Jam,2016,114,"Crime, Thriller",6.7,2346.0,Vivek Agnihotri,Aanchal Dwivedi,Mahie Gill,Pallavi Joshi
Buddha Mar Gaya,2007,93,Comedy,2.6,356.0,Rahul Rawail,Mona Ambegaonkar,Jitender Bhargava,Birbal
Bulbbul,2020,94,"Drama, Horror, Mystery",6.6,10143.0,Anvita Dutt,Tripti Dimri,Avinash Tiwary,Rahul Bose
Bulbul Can Sing,2018,95,Drama,6.8,323.0,Rima Das,Pakija Begam,Arnali Das,Manabendra Das
Bulbul Tarang,1987,128,"Comedy, Drama, Romance",5.839567609057182,5.839567609057182,Shree Narayan Singh,Sonakshi Sinha,Tahir Raj Bhasin,Raj Babbar
Bulbule,2014,119,Comedy,7.8,25.0,Jagat Joon,Md. Faiz Alam,Amaresh Banerjee,Anubhav Dixit
Bulbule Baghdad,1941,128,"Adventure, Fantasy, Romance",5.839567609057182,5.839567609057182,K. Amarnath,Indurani,Gulab,Jayant
Bull BulBul Bandook,2013,128,"Action, Romance, Western",4.8,17.0,Karan Butani,Dheerendra Dwivedi,Kay Kay Menon,Shriya Saran
Bullet: Ek Dhamaka,2005,137,"Action, Drama",3.6,49.0,Irfan Khan,Saayli Buva,Natalya Gudkova,Iqbal Khan
Bulund,1993,128,Action,5.7,138.0,M.R. Shahjahan,Somy Ali,Mohnish Bahl,Laxmikant Berde
Bumbai Bird,2017,85,Drama,5.839567609057182,5.839567609057182,Kamal Musale,Rohit Pathak,Rajiv Ranjan,Kanupriya Sharma
BumBoo,2016,57,Comedy,5.839567609057182,5.839567609057182,Madhav Mehta,Sukhmani Lamba,Rahul Tewari,Farhad Colabavala
Bumboo,2012,126,Comedy,6.0,982.0,Jagdish Rajpurohit,Kavin Dave,Sharat Saxena,Sanjay Mishra
Bunker,2020,98,"Drama, War",6.8,82.0,Jugal Raja,Abhijeet Singh,Arindita Kalita,Gaurav Gupta
Bura Aadmi,1982,128,Action,5.839567609057182,5.839567609057182,Desh Gautam,Heena Kausar,Mahesh Kumar,Pradeep Kumar
Burhan vs afspa,2019,128,Thriller,5.839567609057182,5.839567609057182,Shahid Kazmi,Fezan Khan,Tariq Imtyaz,Mushtaq Ali
Bus Ek Baar,1994,110,Romance,5.839567609057182,5.839567609057182,R. Mittal,Rajan Haksar,Bharat Kapoor,Pinchoo Kapoor
Butterfly Chase,2006,128,Drama,5.839567609057182,5.839567609057182,Mahesh Ginnilaal,Diwakar Pundir,Vijay Raj,Yashpal Sharma
Buzdil,1951,128,"Drama, Family",6.4,8.0,Shaheed Latif,Prem Nath,Nimmi,Kishore Sahu
Bye Bye Miss Goodnight,2005,78,"Comedy, Drama",6.1,16.0,Karan Kandhari,Neha Dubey,Zafar Karachiwala,Rajpal Yadav
C U at 9,2005,95,"Drama, Horror, Mystery",4.1,66.0,Marion Rodrigues,Isaiah,Malavikka,Kanksha
Calapor,2013,120,Drama,4.5,6.0,Dinesh P. Bhonsle,Hemant Gopal,Rituparna Sengupta,Akash Sharma
Calendar Girls,2015,131,Drama,4.2,862.0,Madhur Bhandarkar,Akanksha Puri,Avani Modi,Kyra Dutt
Call for Fun,2017,126,Comedy,5.6,36.0,Janak Toprani,Priyanka Arya,Charu Asopa,Yash Chaturvedi
Call Girl,1974,128,"Drama, Family, Romance",6.6,24.0,Vijay Kapoor,Zaheera,Vikram Makandar,Iftekhar
Camp Decent,1987,128,Comedy,5.839567609057182,5.839567609057182,Sandeep Kumar Rana,Brijendra Kala,Sara Khan,Rajpal Yadav
Campus,2005,70,Romance,5.839567609057182,5.839567609057182,Clive Dev,RajasekarDop,Venki,Vettri
Captain India,1960,128,Action,5.839567609057182,5.839567609057182,Kamran,Krishna Kumari,Rajan Kapoor,Baburaje
Captain Kishore,1940,128,"Action, Comedy",5.839567609057182,5.839567609057182,K. Amarnath,S. Nazir,Lalita Pawar,Yasmin
Captain Prabhakaran,1991,150,"Action, Thriller",7.0,212.0,R.K. Selvamani,Mansoor Ali Khan,Sarath Kumar,Ramya Krishnan
Captain Shiva,1996,128,Action,5.839567609057182,5.839567609057182,Kodi Ramakrishna,Sarath Babu,Sarath Kumar,Raghuvaran
Captain Vidyut,2020,77,"Animation, Action, Comedy",7.7,11.0,Atish Tripathi,Namit Das,Trisha Kale,Suresh Menon
Car Thief,1986,150,Action,7.0,13.0,Sameer Malkan,Suneil Anand,Vijayata Pandit,Kevin Mukherji
Care of Footpath,2009,110,"Drama, Family",7.2,42.0,Kishan Shrikanth,Kishan Shrikanth,Jayashree Basavaraj,Jackie Shroff
Careless,2020,128,Drama,5.839567609057182,5.839567609057182,Alokk Srivastava,Shefali Dan,Shravani Goswami,Ramesh Goyal
Case of Bisarpani,2015,72,Horror,5.839567609057182,5.839567609057182,Abhishek Paul,Abhishek Paul,Pallavi Singh,Himanshu Kukreja
Cecilia,2015,83,Documentary,7.9,31.0,Pankaj Johar,Cecilia,Pankaj Johar,Rishi Kant
Celluloid Man,2012,164,Documentary,7.8,162.0,Shivendra Singh Dungarpur,U.R. Ananthamurthy,G. Ananthappa,Beena Antony
Chaahat Ek Nasha...,2005,140,"Drama, Romance, Thriller",3.9,74.0,Surya Prakash,Jayprakkash Shaw,Aryan Vaid,Manisha Koirala
Chaal Baaz,1980,128,Action,5.839567609057182,5.839567609057182,Hari Mehra,Deepak Khanna,Jaya Kausalya,Nadira
Chaalbaaz Haseena,2002,93,Thriller,5.839567609057182,5.839567609057182,Meenukumar,Salomi,Shakeela,Vetri
Chaalbaaz Leader,1970,128,Drama,5.839567609057182,5.839567609057182,Ajit Singh,Bharathi,Bharati,Bharti
Chaalu Mera Naam,1977,128,"Action, Crime",5.8,5.0,Krishna Naidu,Vinod Mehra,Vidya Sinha,Mahendra Sandhu
Chaani,1977,136,Drama,7.7,26.0,Shantaram Rajaram Vankudre,Ranjana,Siddharth,Yashwant Dutt
Chaar Cutting,2015,76,"Comedy, Drama",5.839567609057182,5.839567609057182,Anuj Gulati,Vijayeta Kumar,Hardik Mehta,Vivek Soni
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016,134,Animation,8.6,656.0,Harry Baweja,Harman Baweja,Pawan Kalra,Om Puri
Chabuk Sawar,1937,128,Action,5.839567609057182,5.839567609057182,Udwadia,Gohar,Jayakumar,Nurjahan
Chacha Chowdhury,1953,128,"Drama, Family",5.839567609057182,5.839567609057182,Raja Paranjpe,Shashikala,Kamal Mehra,Durga Khote
Chahat Ya Nasha: The Dark Addiction,1987,128,"Drama, Romance",5.839567609057182,5.839567609057182,Sameer Bhatnagar,Neha Bose,Sanjeev Kumar,Preety Sharma
Chahoonga Main Tujhe,1993,128,"Drama, Romance",6.3,12.0,Kamal,Kamal Master,Shafi Inamdar,Irfan Kamal
Chai Coffee,2019,49,"Drama, Romance",7.9,11.0,Ayush Upadhyay,Ayush Upadhyay,Mansi Singh,Megha Jha
Chai Garam,2011,128,Comedy,5.839567609057182,5.839567609057182,Aditya Dutt,Esha Deol,Govinda,Ravi Shankar Jaiswal
Chai Ki Dukan,1987,128,Drama,5.839567609057182,5.839567609057182,Salil Singh,Razia Khanam,Salil Singh,Pratibha Janmeda
Chai Shai Biscuits,1987,100,Comedy,5.839567609057182,5.839567609057182,Himanshu Bhatnagar,Shraddha Das,Sheeba Chaddha,Shishir Sharma
Chain Kulii Ki Main Kulii,2007,118,"Comedy, Drama, Family",5.6,1214.0,Karanjeet Saluja,Zain Khan,Rahul Bose,Kapil Dev
Chakkar,2017,82,"Comedy, Drama, Family",5.839567609057182,5.839567609057182,Ramveer Tomar,Rajender Kashyap,Uttar Kumar,Lovely Sharma
Chakradhaar,2012,120,Action,4.2,28.0,Dharam Prakash,Shakur Sir,Abishek Anand,Zakir Hussain
Chal Bhaag,2014,111,Comedy,3.8,101.0,Prakash Saini,Deepak Dobriyal,Taran Bajaj,Keeya Khanna
Chal Chalein,2009,128,Drama,6.3,26.0,Ujjwal Singh,Javed Abedi,Anand Abhyankar,Adityansh
Chal Doctor Doctor Khelein,1987,128,Comedy,5.839567609057182,5.839567609057182,Saurabh Malik,Sonel Singh,Saurabh Malik,Heera Pulkit
Chal Guru Ho Jaa Shuru,2015,127,Comedy,4.9,45.0,Manoj Sharma,Pawan Kumar Sharma,Vrajesh Hirjee,Brijendra Kala
Chal Kanvariya Shiv Ke Dham,1996,128,Drama,5.839567609057182,5.839567609057182,Shantilal Soni,Beena Bannerjee,Kavita Lad,Sanjay Mitra
Chal Pichchur Banate Hain,2012,115,"Comedy, Drama",6.1,47.0,Pritish Chakraborty,Sonam Arora,Sagar Bhangade,Mukesh S. Bhatt
Chala Mussaddi - Office Office,2011,60,"Comedy, Drama",6.1,346.0,Rajiv Mehra,Deven Bhojani,Makrand Deshpande,Vinay Jain
Chalaak,1973,128,"Action, Crime, Drama",5.6,7.0,R.K. Bannerjee,T.N. Sharma,Kiran Kumar,Alka
Chalak,2005,94,Action,5.839567609057182,5.839567609057182,Raj N. Sippy,Divya Diwedi,Diveyaa Dwivedi,Rinku Ghosh
Chale Chalo: The Lunacy of Film Making,2003,150,Documentary,8.6,336.0,Satyajit Bhatkal,Ashutosh Gowariker,Aamir Khan,Gracy Singh
Chalees Chor,1976,128,Action,5.839567609057182,5.839567609057182,Jayabharati,Jyothi Lakshmi,Prem Nazir,Sukumaran
Chalis Karod,1946,128,Drama,5.839567609057182,5.839567609057182,Nanabhai Bhatt,Nirmala Devi,Arun,Shanta Rin
Challenge,1964,128,Action,5.839567609057182,5.839567609057182,Chitra,Jugnu,Rajan Kapoor,Khurshid
Challo Driver,2012,95,Comedy,5.9,185.0,Vickrant Mahajan,Vickrant Mahajan,Kainaz Motivala,Prem Chopra
Chaman Bahaar,2020,111,"Comedy, Drama",7.0,5866.0,Apurva Dhar Badgaiyann,Jitendra Kumar,Ritika Badiani,Bhuvan Arora
Chambal Ke Daku,1982,128,"Action, Thriller",5.8,5.0,Birbal,Ramesh Deo,Javed Khan,Madhu Malini
Chamelee Memsaab,1979,128,Drama,5.839567609057182,5.839567609057182,Ajit Lahiri,Carol Evans Alter,Tom Alter,Mithun Chakraborty
Chameleon,1987,90,Thriller,5.839567609057182,5.839567609057182,Mirzamlk,Mohib Beg Mirza,Ansh Beg Mirza,Mirzamlk
Chameli,2003,108,Drama,7.0,2108.0,Sudhir Mishra,Kareena Kapoor,Rahul Bose,Rinke Khanna
Champa,1945,128,Drama,5.839567609057182,5.839567609057182,Barkat Mehra,Majnu,Manorama,Salma
Champion,2000,140,"Action, Comedy, Drama",4.3,519.0,Padam Kumar,Jana Sue Memel,Sunny Deol,Prasant Samadhar
Chamunda,1999,128,Horror,5.839567609057182,5.839567609057182,Kishan Shah,Satnam Kaur,Anil Nagrath,Raj Premi
Chanakya,2019,147,"Action, Adventure, Thriller",5.5,521.0,Thiru,Mehreen Pirzada,Nassar,Zareen Khan
Chanakya the Warrior,2005,128,"Action, Comedy, Crime",4.7,10.0,A. Venkatesh,Vincent Ashokan,Salim Ghouse,Cochin Hanifa
Chanchal Ka Sapna,1966,128,Drama,5.839567609057182,5.839567609057182,Chanchal,Bazid Khan,Wajid Khan,Uma Khosla
Chand Ke Paar Chalo,2006,169,Romance,6.7,35.0,Mustafa Engineer,Somesh Agarwal,Shahib Chopra,Kannu Gill
Chand Ki Duniya,1959,128,"Drama, Fantasy, Sci-Fi",5.839567609057182,5.839567609057182,Mohan Sinha,Sohan Kapila,Nalini Chonkar,Ram Avtar
Chand Sa Roshan Chehra,2005,120,Romance,4.7,54.0,Shahab Shamsi,Samir Aftab,Talat Aziz,Tamannaah Bhatia
Chand Tara,1945,128,Comedy,5.839567609057182,5.839567609057182,Mahesh Chandra,Noor Mohammad Charlie,Swarnalata,Jagdish Sethi
Chandaal,1998,128,"Action, Drama",5.7,42.0,T.L.V. Prasad,Kasam Ali,Amrish,Asrani
Chandaal Atma,1999,129,Horror,4.6,9.0,S.R. Pratap,Aparna,Rakesh Bedi,Sudhir Dalvi
Chandanamarangal,2001,128,Drama,5.839567609057182,5.839567609057182,Anandkrishna,Madhupal,Kannur Sreelatha,Suneer
Chandni Bani Chudail,2001,77,"Drama, Horror",5.839567609057182,5.839567609057182,R. Mittal,Vijay Solanki,Reena Kapoor,Nisha
Chandra,1948,207,Drama,6.9,39.0,S.S. Vasan,Rajkumari,M.K. Radha,Ranjan
Chandrahas,2007,136,"Action, Adventure, Drama",4.3,26.0,Shiva Shakti Datta,Abbas,Abhinayasri,Sharat Babu
Chandrasena,1959,150,Thriller,5.839567609057182,5.839567609057182,Babubhai Mistry,Girija,Mahipal,Paul Sharma
Chandrashekhar,1947,128,Drama,5.4,17.0,Debaki Bose,Chhabi Biswas,Bharati Devi,Kanan Devi
Chandrawal,1984,109,Drama,8.3,39.0,Jayant Prabhakar,Usha Sharma,Jagat Singh Jakhar,Raju Maan
Chandu,2002,136,Romance,6.9,70.0,P.A. Arun Prasad,Sudeep,Sonia Agarwal,Srinath
Chapekar Brothers,2016,128,History,6.6,17.0,Devender Kumar Pandey,Kanchan Awasthi,Abhijit Bhagat,Manoj Bhatt
Char Dham,1997,128,Drama,5.839567609057182,5.839567609057182,Uday Shankar Pani,Deepak Deulkar,Kulbhushan Kharbanda,Narendra Kumar
Char Dishayen Maa Chaherma,2000,128,Drama,5.839567609057182,5.839567609057182,Anant Joshi,Pranjal Bhatt,Arvind Joshi,Hitu Kanodia
Charandas Chor,1975,156,Drama,8.0,44.0,Shyam Benegal,Lalu Ram,Madan Lal,Babu Das
Charminar Boys,2006,128,Romance,5.839567609057182,5.839567609057182,Basit Khan,Rajol Gandhi,Ashraf Khan,Kumail Khan
Chase,2010,103,"Action, Crime, Drama",4.9,87.0,Jag Mundhra,Anuj Saxena,Udita Goswami,Tarina Patel
Chase: No Mercy to Crime,2019,112,Action,5.839567609057182,5.839567609057182,Suvendu Ghosh,Mushtaq Khan,Gulshan Pandey,Gargi Patel
Chashme Baddoor,2013,121,"Comedy, Drama",5.4,4981.0,David Dhawan,Ali Zafar,Siddharth,Divyendu Sharma
Chaska: An Addiction,2006,128,Thriller,5.839567609057182,5.839567609057182,Hriday Sharma,Haider,Nitu,Preeti
Chatayi Kahan Bhichayun,2015,128,Romance,5.839567609057182,5.839567609057182,Param Sivan,Aswin Prasad,Rahul Rajan,Sandeep Shah
Chatrapathi Hindi Remake,2021,128,"Action, Drama",5.839567609057182,5.839567609057182,V.V. Vinayak,Sai Srinivas Bellamkonda,Monazir Khan,Amit Shivdas Nair
Chattan 2 Revive,1987,128,Action,5.839567609057182,5.839567609057182,Sudeep D. Mukherjee,Tej Sapru,Brij Gopal,Jeet Upendra
Chauranga,2014,88,Drama,6.5,299.0,Bikas Ranjan Mishra,Sanjay Suri,Tannishtha Chatterjee,Riddhi Sen
Chausar,2018,85,Drama,6.4,82.0,Sagar Sarhadi,Sanjeev Giriwer,Nawazuddin Siddiqui,Amruta Subhash
